ncessch,year,school_name,Include,exclude,school_status,school_type,charter,school_level,enrollment,virtual,magnet,street_location,city_location
120051003062.00,2001,ESCAMBIA CHARTER SCHOOL,1,,open,regular school,yes,high,160,no,Missing/not reported,Missing/not reported,GONZALEZ
120051003062.00,2002,ESCAMBIA CHARTER SCHOOL,1,,open,regular school,yes,high,143,no,Missing/not reported,Missing/not reported,GONZALEZ
120051003062.00,2003,ESCAMBIA CHARTER SCHOOL,1,,open,regular school,yes,high,138,no,Missing/not reported,P. O. BOX 1147,GONZALEZ
120051003062.00,2004,ESCAMBIA CHARTER SCHOOL,1,,open,regular school,yes,other,107,no,Missing/not reported,P. O. BOX 1147,GONZALEZ
120051003062.00,2005,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,101,no,Missing/not reported,391 90 & 9 RANCH RD,GONZALEZ
120051003062.00,2006,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,110,no,No,391 90 & 9 RANCH RD,GONZALEZ
120051003062.00,2007,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,114,no,No,391 90 & 9 RANCH RD,GONZALEZ
120051003062.00,2008,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,126,no,No,391 90 AND 9 RANCH RD,GONZALEZ
120051003062.00,2009,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,124,no,No,391 90 AND 9 RANCH RD,GONZALEZ
120051003062.00,2010,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,102,no,No,391 90 AND 9 RANCH RD,GONZALEZ
120051003062.00,2011,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,127,no,No,391 90 AND 9 RANCH RD,GONZALEZ
120051003062.00,2012,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,109,no,No,391 90 AND 9 RANCH RD,GONZALEZ
120051003062.00,2013,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,120,no,No,391 90 AND 9 RANCH RD,GONZALEZ
120051003062.00,2014,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,110,no,No,391 90 & 9 RANCH RD,GONZALEZ
120051003062.00,2015,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,97,no,No,391 90 & 9 RANCH RD,GONZALEZ
120051003062.00,2016,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,91,no,No,391 90 9 RANCH RD,CANTONMENT
120051003062.00,2017,ESCAMBIA CHARTER SCHOOL,1,,open,other/alternative school,yes,high,99,no,No,391 90 9 RANCH RD,CANTONMENT
120051003062.00,2018,ESCAMBIA CHARTER SCHOOL,0,,closed,other/alternative school,yes,missing/not reported,0,no,,391 90 9 RANCH RD,CANTONMENT
120087003589.00,1999,CHALLENGE CHARTER HIGH SCHOOL,1,,new,regular school,yes,,31,no,Missing/not reported,706 WEST 113TH AVENUE,TAMPA
120087003589.00,2000,PEPIN HIGH SCHOOL OF TAMPA     (FORMERLY CHALLENGE,1,,open,regular school,yes,high,73,no,Missing/not reported,6400 EAST CHELSEA STREET,TAMPA
120087003589.00,2001,PEPIN ACADEMY OF TAMPA        (FORMERLY PEPIN HIGH,1,,open,regular school,yes,other,132,no,Missing/not reported,Missing/not reported,TAMPA
120087003589.00,2002,PEPIN ACADEMY OF TAMPA        (FORMERLY PEPIN HIGH,1,,open,regular school,yes,other,175,no,Missing/not reported,3916 E. HILLSBOROUGH AVE.,TAMPA
120087003589.00,2003,PEPIN ACADEMY OF TAMPA,1,,open,regular school,yes,other,185,no,Missing/not reported,3916 E HILLSBOROUGH AVENU,TAMPA
120087003589.00,2004,PEPIN ACADEMY OF TAMPA,1,,open,regular school,yes,other,212,no,Missing/not reported,3916 E HILLSBOROUGH AVENU,TAMPA
120087003589.00,2005,PEPIN ACADEMY OF TAMPA,1,,open,special education school,yes,high,117,no,Missing/not reported,3916 E HILLSBOROUGH AVE,TAMPA
120087003589.00,2006,PEPIN ACADEMY OF TAMPA,1,,open,special education school,yes,high,139,no,No,3916 E HILLSBOROUGH AVE,TAMPA
120087003589.00,2007,PEPIN ACADEMY OF TAMPA,1,,open,special education school,yes,high,144,no,No,3916 E HILLSBOROUGH AVE,TAMPA
120087003589.00,2008,PEPIN ACADEMY OF TAMPA,1,,open,special education school,yes,high,149,no,No,3916 EAST HILLSBOROUGH AVE,TAMPA
120087003589.00,2009,PEPIN ACADEMY OF TAMPA,1,,open,special education school,yes,high,162,no,No,3916 EAST HILLSBOROUGH AVE,TAMPA
120087003589.00,2010,PEPIN ACADEMY OF TAMPA,1,,open,special education school,yes,high,158,no,No,3916 EAST HILLSBOROUGH AVE,TAMPA
120087003589.00,2011,PEPIN ACADEMY OF TAMPA,1,,open,special education school,yes,high,158,no,No,3916 EAST HILLSBOROUGH AVE,TAMPA
120087003589.00,2012,PEPIN ACADEMY OF TAMPA,1,,open,special education school,yes,high,174,no,No,3916 EAST HILLSBOROUGH AVE,TAMPA
120087003589.00,2013,PEPIN ACADEMIES,1,,open,special education school,yes,other,569,no,No,3916 EAST HILLSBOROUGH AVE,TAMPA
120087003589.00,2014,PEPIN ACADEMIES,1,,open,special education school,yes,other,594,no,No,3916 E HILLSBOROUGH AVE,TAMPA
120087003589.00,2015,PEPIN ACADEMIES,1,,open,special education school,yes,other,694,no,No,3916 E HILLSBOROUGH AVE,TAMPA
120087003589.00,2016,PEPIN ACADEMIES,1,,open,special education school,yes,other,745,no,No,3916 E HILLSBOROUGH AVE,TAMPA
120087003589.00,2017,PEPIN ACADEMIES,1,,open,special education school,yes,other,765,no,No,3916 E HILLSBOROUGH AVE,TAMPA
120087003589.00,2018,PEPIN ACADEMIES,1,,open,special education school,yes,other,789,no,No,3916 E HILLSBOROUGH AVE,TAMPA
120105003597.00,1999,ALEE ACADEMY CHARTER SCHOOL,1,,new,regular school,yes,,57,no,Missing/not reported,755 SOUTH CENTRAL AVENUE,UMATILLA
120105003597.00,2000,ALEE ACADEMY CHARTER SCHOOL,1,,open,regular school,yes,high,90,no,Missing/not reported,P. O. BOX 2481,UMATILLA
120105003597.00,2001,ALEE ACADEMY CHARTER SCHOOL,1,,open,regular school,yes,high,115,no,Missing/not reported,Missing/not reported,UMATILLA
120105003597.00,2002,ALEE ACADEMY CHARTER SCHOOL,1,,open,regular school,yes,high,129,no,Missing/not reported,Missing/not reported,UMATILLA
120105003597.00,2003,ALEE ACADEMY CHARTER SCHOOL,1,,open,regular school,yes,high,123,no,Missing/not reported,P. O. BOX 2481,UMATILLA
120105003597.00,2004,ALEE ACADEMY CHARTER SCHOOL,1,,open,regular school,yes,high,209,no,Missing/not reported,P. O. BOX 2481,UMATILLA
120105003597.00,2005,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,217,no,Missing/not reported,755 S CENTRAL AVE,UMATILLA
120105003597.00,2006,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,214,no,No,755 S CENTRAL AVE,UMATILLA
120105003597.00,2007,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,216,no,No,755 S CENTRAL AVE,UMATILLA
120105003597.00,2008,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,226,no,No,1705 COUNTY RD 44,EUSTIS
120105003597.00,2009,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,305,no,No,1705 COUNTY RD 44,EUSTIS
120105003597.00,2010,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,259,no,No,1705 COUNTY RD 44,EUSTIS
120105003597.00,2011,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,275,no,No,1705 COUNTY RD 44,EUSTIS
120105003597.00,2012,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,281,no,No,1705 EAST COUNTY RD 44,EUSTIS
120105003597.00,2013,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,270,no,No,1705 EAST COUNTY RD 44,EUSTIS
120105003597.00,2014,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,301,no,No,1705 E COUNTY ROAD 44,EUSTIS
120105003597.00,2015,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,299,no,No,1705 E COUNTY ROAD 44,EUSTIS
120105003597.00,2016,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,319,no,No,1705 E COUNTY ROAD 44,EUSTIS
120105003597.00,2017,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,278,no,No,1705 E COUNTY ROAD 44,EUSTIS
120105003597.00,2018,ALEE ACADEMY CHARTER SCHOOL,1,,open,other/alternative school,yes,high,257,no,No,1705 E COUNTY ROAD 44,EUSTIS
120138003088.00,1999,OKALOOSA ACADEMY,1,,open,regular school,yes,,202,no,Missing/not reported,"120 LOWERY PLACE, S.E.",FT. WALTON BEACH
120138003088.00,2000,OKALOOSA ACADEMY,1,,open,regular school,yes,other,257,no,Missing/not reported,"120 LOWERY PLACE, S.E.",FT. WALTON BEACH
120138003088.00,2001,OKALOOSA ACADEMY,1,,open,regular school,yes,other,283,no,Missing/not reported,Missing/not reported,FT. WALTON BEACH
120138003088.00,2002,OKALOOSA ACADEMY,1,,open,regular school,yes,other,230,no,Missing/not reported,81 ROBERTS BLVD.,FT. WALTON BEACH
120138003088.00,2003,OKALOOSA ACADEMY,1,,open,regular school,yes,other,201,no,Missing/not reported,81 ROBERTS BOULEVARD,FORT WALTON BEACH
120138003088.00,2004,OKALOOSA ACADEMY,1,,open,regular school,yes,other,242,no,Missing/not reported,81 ROBERTS BOULEVARD,FORT WALTON BEACH
120138003088.00,2005,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,274,no,Missing/not reported,81 ROBERTS BLVD,FORT WALTON BEACH
120138003088.00,2006,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,250,no,No,81 ROBERTS BLVD,FORT WALTON BEACH
120138003088.00,2007,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,253,no,No,81 ROBERTS BLVD,FORT WALTON BEACH
120138003088.00,2008,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,220,no,No,81 ROBERTS BLVD,FORT WALTON BEACH
120138003088.00,2009,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,274,no,No,81 ROBERTS BLVD,FORT WALTON BEACH
120138003088.00,2010,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,334,no,No,81 ROBERTS BLVD,FORT WALTON BEACH
120138003088.00,2011,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,304,no,No,81 ROBERTS BLVD,FORT WALTON BEACH
120138003088.00,2012,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,293,no,No,81 ROBERTS BLVD,FORT WALTON BEACH
120138003088.00,2013,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,285,no,No,81 ROBERTS BLVD,FORT WALTON BEACH
120138003088.00,2014,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,385,no,No,720 LOVEJOY ROAD NW,FORT WALTON BEACH
120138003088.00,2015,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,305,no,No,720 LOVEJOY ROAD NW,FORT WALTON BEACH
120138003088.00,2016,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,277,no,No,720 LOVEJOY ROAD NW,FORT WALTON BEACH
120138003088.00,2017,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,251,no,No,720 LOVEJOY ROAD NW,FORT WALTON BEACH
120138003088.00,2018,OKALOOSA ACADEMY,1,,open,other/alternative school,yes,other,249,no,No,720 LOVEJOY ROAD NW,FORT WALTON BEACH
120165003505.00,1999,RADER SCHOOLS - NORTH CAMPUS,1,,open,regular school,yes,,89,no,Missing/not reported,4054 AVALON BOULEVARD,MILTON
120165003505.00,2000,RADER SCHOOLS - NORTH CAMPUS,1,,open,regular school,yes,other,102,no,Missing/not reported,5880 NORTH STEWART ST.,MILTON
120165003505.00,2001,RADER SCHOOLS - NORTH CAMPUS,1,,open,regular school,yes,other,79,no,Missing/not reported,Missing/not reported,MILTON
120165003505.00,2002,RADER SCHOOLS - NORTH CAMPUS,1,,open,regular school,yes,other,78,no,Missing/not reported,5880 NORTH STEWART ST.,MILTON
120165003505.00,2003,LEARNING ACADEMY OF SANTA ROSA,1,,open,regular school,yes,other,83,no,Missing/not reported,5880 N STEWART STREET,MILTON
120165003505.00,2004,LEARNING ACADEMY OF SANTA ROSA,1,,open,regular school,yes,other,105,no,Missing/not reported,5880 N STEWART STREET,MILTON
120165003505.00,2005,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,85,no,Missing/not reported,5880 N STEWART ST,MILTON
120165003505.00,2006,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,75,no,No,5880 N STEWART ST,MILTON
120165003505.00,2007,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,81,no,No,5880 N STEWART ST,MILTON
120165003505.00,2008,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,80,no,No,5880 NORTH STEWAROUTE ST,MILTON
120165003505.00,2009,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,77,no,No,5880 NORTH STEWART ST,MILTON
120165003505.00,2010,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,90,no,No,5880 NORTH STEWART ST,MILTON
120165003505.00,2011,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,89,no,No,5880 NORTH STEWART ST,MILTON
120165003505.00,2012,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,87,no,No,5880 STEWART ST,MILTON
120165003505.00,2013,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,89,no,No,5880 STEWART ST,MILTON
120165003505.00,2014,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,133,no,No,5880 STEWART ST,MILTON
120165003505.00,2015,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,181,no,No,5880 STEWART ST,MILTON
120165003505.00,2016,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,other,177,no,No,5880 STEWART ST,MILTON
120165003505.00,2017,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,high,167,no,No,5880 STEWART ST,MILTON
120165003505.00,2018,LEARNING ACADEMY OF SANTA ROSA,1,,open,other/alternative school,yes,high,141,no,No,5880 STEWART ST,MILTON
120018008199.00,2012,FLORIDA HIGH SCHOOL FOR ACCELERATED LEARNING GREAT,0,,future,regular school,yes,not applicable,0,no,Missing/not reported,3206 SOUTH UNIVERSITY DR,MIRAMAR
120018008199.00,2013,MELROSE HIGH,1,,new,regular school,yes,high,62,no,No,273644 WEST DAVIE BLVD,FT LAUDERDALE
120018008199.00,2014,MELROSE HIGH,1,,open,other/alternative school,yes,high,262,no,No,2736-44 W DAVIE BLVD,FT LAUDERDALE
120018008199.00,2015,MELROSE HIGH,1,,open,other/alternative school,yes,high,310,no,No,2736-44 W DAVIE BLVD,FT LAUDERDALE
120018008199.00,2016,MELROSE HIGH,1,,open,other/alternative school,yes,high,242,no,No,2744 DAVIE BLVD,FT LAUDERDALE
120018008199.00,2017,MELROSE HIGH,1,,open,other/alternative school,yes,high,161,no,No,2744 DAVIE BLVD,FT LAUDERDALE
120018008199.00,2018,MELROSE HIGH,1,,closed,other/alternative school,yes,missing/not reported,0,no,,2744 DAVIE BLVD,FT LAUDERDALE
120039007542.00,2008,MAVERICKS HIGH OF NORTH MIAMI DADE,0,,future,regular school,yes,not applicable,0,no,Missing/not reported,5975 NORTH FEDERAL HWY,FT. LAUDERDALE
120039007542.00,2009,"MAVERICKS HIGH, D. WADES SCHOOL OF NORTH MIAMI DA",1,,new,regular school,yes,high,130,no,No,16150 NORTH EAST 17TH AVE,MIAMI
120039007542.00,2010,MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY,1,,open,regular school,yes,high,371,no,No,16150 NORTH EAST 17TH AVE,MIAMI
120039007542.00,2011,MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,531,no,No,16150 NORTH EAST 17TH AVE,MIAMI
120039007542.00,2012,MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,500,no,No,16150 NE 17TH AVE,NORTH MIAMI BEACH
120039007542.00,2013,MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,485,no,No,16150 NE 17TH AVE,NORTH MIAMI BEACH
120039007542.00,2014,MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,513,no,No,16150 NE 17TH AVE,NORTH MIAMI BEACH
120039007542.00,2015,MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,483,no,No,16150 NE 17TH AVE,NORTH MIAMI BEACH
120039007542.00,2016,MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,441,no,No,16150 NE 17TH AVE,NORTH MIAMI BEACH
120039007542.00,2017,C. G. BETHEL HIGH SCHOOL,1,,open,other/alternative school,yes,high,487,no,No,16150 NE 17TH AVE,NORTH MIAMI BEACH
120039007542.00,2018,C. G. BETHEL HIGH SCHOOL,1,,open,other/alternative school,yes,high,421,no,No,16150 NE 17TH AVE,NORTH MIAMI BEACH
120039007617.00,2008,MAVERICKS HIGH OF SOUTH MIAMI DADE,0,,future,regular school,yes,not applicable,0,no,Missing/not reported,5975 NORTH FEDERAL HWY,FT. LAUDERDALE
120039007617.00,2009,MAVERICKS HIGH D WADES SCHOOL OF SOUTH MIAMI DADE,1,,new,regular school,yes,high,414,no,No,698 NORTH HOMESTEAD BLVD,HOMESTEAD
120039007617.00,2010,MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY,1,,open,regular school,yes,high,347,no,No,698 NORTH HOMESTEAD BLVD,HOMESTEAD
120039007617.00,2011,MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,357,no,No,698 NORTH HOMESTEAD BLVD,HOMESTEAD
120039007617.00,2012,MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,369,no,No,698 NORTH HOMESTEAD BLVD,HOMESTEAD
120039007617.00,2013,MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,445,no,No,698 NORTH HOMESTEAD BLVD,HOMESTEAD
120039007617.00,2014,MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,509,no,No,698 N HOMESTEAD BLVD,HOMESTEAD
120039007617.00,2015,MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,499,no,No,698 N HOMESTEAD BLVD,HOMESTEAD
120039007617.00,2016,MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY,1,,open,other/alternative school,yes,high,517,no,No,698 N HOMESTEAD BLVD,HOMESTEAD
120039007617.00,2017,CHAMBERS HIGH SCHOOL,1,,open,other/alternative school,yes,high,491,no,No,698 N HOMESTEAD BLVD,HOMESTEAD
120039007617.00,2018,CHAMBERS HIGH SCHOOL,1,,open,other/alternative school,yes,high,513,no,No,698 N HOMESTEAD BLVD,HOMESTEAD
120129004043.00,2004,THE HOPE CHARTER CENTER,1,,new,regular school,yes,primary,7,no,Missing/not reported,1400 JENSEN BEACH BLVD,JENSEN BEACH
120129004043.00,2005,THE HOPE CHARTER CENTER,1,,open,regular school,yes,primary,9,no,Missing/not reported,1400 JENSEN BEACH BLVD,JENSEN BEACH
120129004043.00,2006,THE HOPE CHARTER CENTER,1,,open,regular school,yes,primary,7,no,No,1400 JENSEN BEACH BLVD,JENSEN BEACH
120129004043.00,2007,THE HOPE CHARTER CENTER,1,,open,regular school,yes,primary,9,no,No,1400 JENSEN BEACH BLVD,JENSEN BEACH
120129004043.00,2008,THE HOPE CHARTER CENTER,1,,open,special education school,yes,primary,12,no,No,1400 JENSEN BEACH BLVD,JENSEN BEACH
120129004043.00,2009,THE HOPE CHARTER CENTER,1,,open,special education school,yes,primary,19,no,No,1400 JENSEN BEACH BLVD,JENSEN BEACH
120129004043.00,2010,THE HOPE CHARTER CENTER,1,,open,special education school,yes,primary,29,no,No,1400 JENSEN BEACH BLVD,JENSEN BEACH
120129004043.00,2011,THE HOPE CHARTER CENTER  FOR AUTISM,1,,open,special education school,yes,primary,30,no,No,1695 SE INDIAN ST,STUART
120129004043.00,2012,THE HOPE CHARTER CENTER  FOR AUTISM,1,,open,special education school,yes,primary,33,no,No,1695 SE INDIAN ST,STUART
120129004043.00,2013,THE HOPE CHARTER CENTER FOR AUTISM,1,,open,special education school,yes,primary,29,no,No,1695 SE INDIAN ST,STUART
120129004043.00,2014,THE HOPE CHARTER CENTER FOR AUTISM,1,,open,special education school,yes,primary,32,no,No,1695 SE INDIAN ST,STUART
120129004043.00,2015,THE HOPE CHARTER CENTER FOR AUTISM,1,,open,special education school,yes,primary,32,no,No,1695 SE INDIAN ST,STUART
120129004043.00,2016,THE HOPE CHARTER CENTER FOR AUTISM,1,,open,special education school,yes,primary,33,no,No,1695 SE INDIAN ST,STUART
120129004043.00,2017,THE HOPE CHARTER CENTER FOR AUTISM,1,,open,special education school,yes,primary,41,no,No,1695 SE INDIAN ST,STUART
120129004043.00,2018,THE HOPE CHARTER CENTER FOR AUTISM,1,,open,special education school,yes,primary,34,no,No,1695 SE INDIAN ST,STUART
120198004458.00,2000,"WALTON ACADEMY, INC.",1,,new,regular school,yes,other,74,no,Missing/not reported,389 DORSEY AVENUE,DEFUNIAK SPRINGS
120198004458.00,2001,"WALTON ACADEMY, INC.",1,,open,regular school,yes,other,76,no,Missing/not reported,Missing/not reported,DEFUNIAK SPRINGS
120198004458.00,2002,"WALTON ACADEMY, INC.",1,,open,regular school,yes,other,107,no,Missing/not reported,389 DORSEY AVENUE,DEFUNIAK SPRINGS
120198004458.00,2003,"WALTON ACADEMY, INC.",1,,open,regular school,yes,other,135,no,Missing/not reported,389 DORSEY AVENUE,DEFUNIAK SPRINGS
120198004458.00,2004,"WALTON ACADEMY, INC.",1,,open,regular school,yes,other,110,no,Missing/not reported,389 DORSEY AVENUE,DEFUNIAK SPRINGS
120198004458.00,2005,"WALTON ACADEMY, INC.",1,,open,other/alternative school,yes,other,105,no,Missing/not reported,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2006,"WALTON ACADEMY, INC.",1,,open,other/alternative school,yes,other,132,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2007,"WALTON ACADEMY, INC.",1,,open,other/alternative school,yes,other,113,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2008,"WALTON ACADEMY, INC.",1,,open,other/alternative school,yes,other,92,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2009,"WALTON ACADEMY, INC.",1,,open,other/alternative school,yes,other,85,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2010,"WALTON ACADEMY, INC.",1,,open,other/alternative school,yes,other,110,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2011,"WALTON ACADEMY, INC.",1,,open,other/alternative school,yes,other,117,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2012,"WALTON ACADEMY, INC.",1,,open,other/alternative school,yes,other,145,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2013,"WALTON ACADEMY, INC.",1,,open,other/alternative school,yes,other,188,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2014,"WALTON ACADEMY, INC.",1,,open,other/alternative school,yes,other,166,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2015,WALTON ACADEMY INC.,1,,open,other/alternative school,yes,other,162,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2016,WALTON ACADEMY INC.,1,,open,other/alternative school,yes,other,185,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2017,WALTON ACADEMY INC.,1,,open,other/alternative school,yes,high,159,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120198004458.00,2018,WALTON ACADEMY INC.,1,,open,other/alternative school,yes,high,176,no,No,389 DORSEY AVE,DEFUNIAK SPRINGS
120012004196.00,2004,BELIEVER`S SCHOOL OF LEARNING,1,,new,regular school,yes,primary,10,no,Missing/not reported,2030 N TEMPLE AVENUE,STARKE
120012004196.00,2005,BELIEVERS SCHOOL OF LEARNING,1,,open,other/alternative school,yes,primary,18,no,Missing/not reported,2030 N TEMPLE AVE,STARKE
120012004196.00,2006,BELIEVERS SCHOOL OF LEARNING,1,,open,other/alternative school,yes,primary,15,no,No,2030 N TEMPLE AVE,STARKE
120012004196.00,2007,BELIEVERS SCHOOL OF LEARNING,1,,closed,other/alternative school,yes,not applicable,0,no,No,2030 N TEMPLE AVE,STARKE
120150004023.00,2004,GULF STREAM GOODWILL CAREER ACADEMY,1,,new,regular school,yes,high,33,no,Missing/not reported,269 NE 14TH STREET,BOCA RATON
120150004023.00,2005,GULF STREAM GOODWILL CAREER ACADEMY,1,,open,other/alternative school,yes,high,62,no,Missing/not reported,269 NE 14TH ST,BOCA RATON
120150004023.00,2006,GULF STREAM GOODWILL CAREER ACADEMY,1,,open,other/alternative school,yes,high,57,no,No,269 NE 14TH ST,BOCA RATON
120150004023.00,2007,GULF STREAM GOODWILL CAREER ACADEMY,0,,closed,other/alternative school,yes,not applicable,0,no,No,269 NE 14TH ST,BOCA RATON
120150008496.00,2015,FLORIDA FUTURES ACADEMY NORTH CAMPUS,1,,new,regular school,yes,high,130,no,No,1760 N CONGRESS AVE,WEST PALM BEACH
120150008496.00,2016,FLORIDA FUTURES ACADEMY NORTH CAMPUS,1,,open,other/alternative school,yes,high,122,no,No,1760 N CONGRESS AVE,WEST PALM BEACH
120150008496.00,2017,FLORIDA FUTURES ACADEMY NORTH CAMPUS,1,,open,other/alternative school,yes,high,142,no,No,1760 N CONGRESS AVE,WEST PALM BEACH
120150008496.00,2018,FLORIDA FUTURES ACADEMY NORTH CAMPUS,1,,open,other/alternative school,yes,high,131,no,No,1760 N CONGRESS AVE,WEST PALM BEACH
120156008144.00,2011,MYCROSCHOOL CHARTER SCHOOL,0,,future,regular school,yes,not applicable,0,no,Missing/not reported,580 BATTEN BLVD,PENSACOLA
120156008144.00,2012,MYCROSCHOOL CHARTER SCHOOL,1,,new,regular school,yes,high,90,no,No,840 THIRD AVE SOUTH,ST PETERSBURG
120156008144.00,2013,PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND T,1,,open,other/alternative school,yes,high,264,no,No,840 THIRD AVE SOUTH,ST PETERSBURG
120156008144.00,2014,PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIE,1,,open,other/alternative school,yes,high,254,no,No,840 THIRD AVE S,ST PETERSBURG
120156008144.00,2015,PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIE,1,,open,other/alternative school,yes,high,281,no,No,840 THIRD AVE S,ST PETERSBURG
120156008144.00,2016,PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIE,1,,open,other/alternative school,yes,high,273,no,No,840 THIRD AVE S,ST PETERSBURG
